0,1,2,3,4,5,6,7,8,9,10
white wine,rolls/buns,soda,white bread,,,,,,,
bottled beer,soda,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
beef,candy,,,,,,,,,
canned beer,yogurt,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
pip fruit,whole milk,margarine,,,,,,,,
pastry,vinegar,salty snack,,,,,,,,
pip fruit,soda,,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
shopping bags,yogurt,,,,,,,,,
berries,herbs,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
frankfurter,other vegetables,bottled beer,,,,,,,,
root vegetables,butter milk,,,,,,,,,
beef,tea,,,,,,,,,
soda,frozen vegetables,cream cheese ,,,,,,,,
mustard,salt,,,,,,,,,
liver loaf,margarine,cat food,,,,,,,,
citrus fruit,other vegetables,pip fruit,pork,soda,yogurt,herbs,red/blush wine,,,
pip fruit,whole milk,,,,,,,,,
sausage,baking powder,canned beer,brandy,white bread,curd,bottled beer,canned beer,,,
sausage,female sanitary products,,,,,,,,,
grapes,whole milk,,,,,,,,,
photo/film,liquor (appetizer),,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
grapes,root vegetables,shopping bags,,,,,,,,
baking powder,condensed milk,,,,,,,,,
soda,flour,cocoa drinks,,,,,,,,
salty snack,brown bread,napkins,,,,,,,,
bottled water,other vegetables,,,,,,,,,
frankfurter,pork,,,,,,,,,
soda,soda,,,,,,,,,
sausage,bottled beer,,,,,,,,,
frozen meals,other vegetables,bottled beer,,,,,,,,
bottled beer,soda,,,,,,,,,
fruit/vegetable juice,frozen vegetables,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
cream cheese ,pickled vegetables,,,,,,,,,
citrus fruit,Instant food products,,,,,,,,,
butter milk,meat,curd,soda,long life bakery product,,,,,,
pastry,newspapers,,,,,,,,,
meat spreads,mayonnaise,,,,,,,,,
margarine,cream cheese ,misc. beverages,,,,,,,,
root vegetables,yogurt,,,,,,,,,
fruit/vegetable juice,newspapers,,,,,,,,,
specialty bar,soda,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
tropical fruit,yogurt,fruit/vegetable juice,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
pet care,brown bread,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
sausage,whole milk,margarine,,,,,,,,
soda,bottled water,,,,,,,,,
white wine,frozen potato products,,,,,,,,,
other vegetables,long life bakery product,,,,,,,,,
hamburger meat,pork,chicken,whole milk,,,,,,,
cat food,soda,,,,,,,,,
shopping bags,canned beer,,,,,,,,,
canned vegetables,fish,,,,,,,,,
napkins,coffee,,,,,,,,,
soda,waffles,,,,,,,,,
tropical fruit,herbs,long life bakery product,,,,,,,,
whole milk,soda,other vegetables,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
soda,margarine,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
sausage,sugar,yogurt,,,,,,,,
whole milk,newspapers,frozen vegetables,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
rolls/buns,napkins,,,,,,,,,
citrus fruit,liquor,,,,,,,,,
pork,pastry,,,,,,,,,
frankfurter,frozen dessert,other vegetables,cream cheese ,,,,,,,
root vegetables,oil,,,,,,,,,
pip fruit,abrasive cleaner,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
frozen dessert,specialty chocolate,,,,,,,,,
sausage,pork,yogurt,napkins,,,,,,,
cake bar,pastry,butter,,,,,,,,
frozen meals,whole milk,,,,,,,,,
pork,frankfurter,other vegetables,potato products,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
sausage,fish,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
rolls/buns,bottled water,vinegar,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
root vegetables,root vegetables,white wine,whipped/sour cream,abrasive cleaner,soda,,,,,
whole milk,canned beer,,,,,,,,,
other vegetables,butter,,,,,,,,,
root vegetables,other vegetables,whipped/sour cream,sweet spreads,,,,,,,
domestic eggs,shopping bags,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
onions,frozen vegetables,,,,,,,,,
ice cream,dishes,,,,,,,,,
whole milk,dog food,,,,,,,,,
turkey,root vegetables,,,,,,,,,
waffles,yogurt,,,,,,,,,
domestic eggs,whole milk,,,,,,,,,
root vegetables,meat,,,,,,,,,
yogurt,soda,,,,,,,,,
citrus fruit,frozen potato products,,,,,,,,,
soda,pork,,,,,,,,,
organic sausage,yogurt,,,,,,,,,
UHT-milk,butter,soda,,,,,,,,
root vegetables,yogurt,,,,,,,,,
condensed milk,waffles,,,,,,,,,
soda,chewing gum,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
other vegetables,abrasive cleaner,,,,,,,,,
hard cheese,yogurt,,,,,,,,,
sausage,yogurt,,,,,,,,,
soups,coffee,,,,,,,,,
root vegetables,butter,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
cling film/bags,domestic eggs,domestic eggs,,,,,,,,
beverages,cat food,,,,,,,,,
other vegetables,frankfurter,whole milk,sausage,misc. beverages,margarine,yogurt,frozen meals,cat food,,
dessert,chewing gum,,,,,,,,,
whole milk,margarine,,,,,,,,,
salt,tropical fruit,newspapers,,,,,,,,
other vegetables,other vegetables,butter,,,,,,,,
bottled beer,white bread,,,,,,,,,
domestic eggs,specialty fat,,,,,,,,,
shopping bags,frozen vegetables,,,,,,,,,
whole milk,candy,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
tropical fruit,newspapers,beef,tropical fruit,domestic eggs,detergent,frozen vegetables,grapes,processed cheese,,
whole milk,sausage,bottled beer,yogurt,,,,,,,
frozen meals,canned vegetables,,,,,,,,,
pickled vegetables,cream cheese ,,,,,,,,,
other vegetables,whole milk,yogurt,bottled water,,,,,,,
beverages,shopping bags,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
frankfurter,margarine,,,,,,,,,
coffee,frozen fish,,,,,,,,,
white bread,brown bread,,,,,,,,,
root vegetables,misc. beverages,frozen dessert,,,,,,,,
ham,bottled beer,,,,,,,,,
chicken,sausage,domestic eggs,pasta,,,,,,,
frankfurter,shopping bags,frozen vegetables,,,,,,,,
rolls/buns,margarine,,,,,,,,,
bottled beer,specialty bar,baking powder,,,,,,,,
sausage,dessert,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
specialty fat,condensed milk,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
ham,whole milk,sliced cheese,baking powder,,,,,,,
canned beer,rolls/buns,rolls/buns,,,,,,,,
bottled water,soda,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
hamburger meat,tropical fruit,beverages,yogurt,soda,,,,,,
root vegetables,pip fruit,coffee,,,,,,,,
pork,whole milk,,,,,,,,,
other vegetables,soda,,,,,,,,,
bottled beer,domestic eggs,brown bread,chewing gum,,,,,,,
kitchen towels,margarine,,,,,,,,,
chocolate,other vegetables,,,,,,,,,
tropical fruit,mustard,,,,,,,,,
root vegetables,sliced cheese,newspapers,shopping bags,,,,,,,
sausage,bottled water,whole milk,,,,,,,,
citrus fruit,pastry,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
bottled beer,rolls/buns,other vegetables,,,,,,,,
other vegetables,fruit/vegetable juice,oil,detergent,,,,,,,
white bread,bottled water,ready soups,curd,,,,,,,
waffles,spread cheese,,,,,,,,,
other vegetables,citrus fruit,canned beer,,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
hamburger meat,butter,,,,,,,,,
bottled beer,salty snack,napkins,,,,,,,,
processed cheese,rolls/buns,,,,,,,,,
whole milk,shopping bags,newspapers,,,,,,,,
beef,processed cheese,,,,,,,,,
misc. beverages,frankfurter,salt,curd,,,,,,,
pork,brown bread,,,,,,,,,
beef,salty snack,,,,,,,,,
sausage,packaged fruit/vegetables,misc. beverages,,,,,,,,
whole milk,yogurt,frozen vegetables,,,,,,,,
beef,curd,,,,,,,,,
tropical fruit,pickled vegetables,,,,,,,,,
curd,domestic eggs,,,,,,,,,
meat,pork,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
frankfurter,canned beer,citrus fruit,frozen vegetables,chicken,oil,soda,,,,
citrus fruit,root vegetables,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
other vegetables,grapes,yogurt,butter milk,candy,soft cheese,,,,,
sausage,white bread,candles,,,,,,,,
pip fruit,vinegar,misc. beverages,,,,,,,,
citrus fruit,shopping bags,shopping bags,,,,,,,,
other vegetables,beverages,,,,,,,,,
kitchen towels,bottled beer,,,,,,,,,
other vegetables,onions,,,,,,,,,
dishes,tropical fruit,,,,,,,,,
white wine,tropical fruit,,,,,,,,,
soda,frozen fish,,,,,,,,,
oil,yogurt,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
whole milk,coffee,,,,,,,,,
butter,pastry,,,,,,,,,
UHT-milk,frozen meals,,,,,,,,,
frankfurter,ketchup,,,,,,,,,
other vegetables,white bread,whole milk,,,,,,,,
chicken,organic products,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
bottled beer,domestic eggs,,,,,,,,,
waffles,rolls/buns,,,,,,,,,
sausage,yogurt,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
butter milk,whole milk,brandy,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
root vegetables,citrus fruit,bottled water,Instant food products,butter milk,mayonnaise,,,,,
frankfurter,sausage,,,,,,,,,
canned beer,margarine,pastry,,,,,,,,
canned fish,rolls/buns,domestic eggs,,,,,,,,
rolls/buns,root vegetables,yogurt,,,,,,,,
citrus fruit,whole milk,rolls/buns,pastry,whipped/sour cream,,,,,,
bottled water,soda,,,,,,,,,
fruit/vegetable juice,whipped/sour cream,hygiene articles,,,,,,,,
seasonal products,dishes,shopping bags,,,,,,,,
newspapers,shopping bags,,,,,,,,,
whole milk,yogurt,,,,,,,,,
long life bakery product,frozen vegetables,,,,,,,,,
soda,seasonal products,,,,,,,,,
rolls/buns,chicken,,,,,,,,,
sausage,salty snack,cling film/bags,,,,,,,,
soda,rolls/buns,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
pork,salty snack,,,,,,,,,
whole milk,yogurt,newspapers,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
pip fruit,pastry,,,,,,,,,
whole milk,curd,hygiene articles,,,,,,,,
whole milk,shopping bags,,,,,,,,,
pastry,frozen fish,,,,,,,,,
soda,whole milk,,,,,,,,,
root vegetables,soda,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
sauces,frozen vegetables,,,,,,,,,
misc. beverages,white bread,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
sausage,other vegetables,,,,,,,,,
tropical fruit,berries,mayonnaise,,,,,,,,
bottled water,yogurt,rolls/buns,newspapers,frozen dessert,rolls/buns,,,,,
pork,root vegetables,,,,,,,,,
yogurt,cream cheese ,,,,,,,,,
turkey,meat,rolls/buns,,,,,,,,
root vegetables,herbs,,,,,,,,,
pip fruit,vinegar,,,,,,,,,
berries,rolls/buns,pastry,,,,,,,,
whole milk,candy,,,,,,,,,
butter,domestic eggs,bottled water,curd,,,,,,,
semi-finished bread,brown bread,soda,,,,,,,,
chicken,whole milk,whole milk,coffee,,,,,,,
citrus fruit,cake bar,,,,,,,,,
soda,red/blush wine,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
frozen vegetables,onions,,,,,,,,,
coffee,baking powder,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
seasonal products,whole milk,soda,,,,,,,,
frankfurter,citrus fruit,,,,,,,,,
chewing gum,rolls/buns,,,,,,,,,
frankfurter,curd,,,,,,,,,
pork,flour,,,,,,,,,
frankfurter,syrup,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
cream,shopping bags,,,,,,,,,
pip fruit,cling film/bags,,,,,,,,,
sausage,tropical fruit,sausage,frankfurter,cream cheese ,other vegetables,hard cheese,chocolate,flour,,
yogurt,whipped/sour cream,long life bakery product,hard cheese,,,,,,,
sausage,frozen dessert,,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
ham,rolls/buns,,,,,,,,,
whole milk,beef,,,,,,,,,
pastry,detergent,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
ice cream,soda,,,,,,,,,
whole milk,frozen dessert,,,,,,,,,
specialty chocolate,other vegetables,,,,,,,,,
citrus fruit,candy,,,,,,,,,
citrus fruit,bottled beer,roll products ,,,,,,,,
newspapers,frozen meals,,,,,,,,,
soda,packaged fruit/vegetables,butter milk,,,,,,,,
sausage,whole milk,,,,,,,,,
pastry,coffee,,,,,,,,,
fruit/vegetable juice,female sanitary products,,,,,,,,,
sausage,whole milk,,,,,,,,,
canned beer,napkins,sparkling wine,,,,,,,,
pastry,other vegetables,,,,,,,,,
soda,red/blush wine,,,,,,,,,
soda,herbs,canned beer,soda,seasonal products,dishes,yogurt,mayonnaise,flower (seeds),,
canned vegetables,whole milk,,,,,,,,,
male cosmetics,pastry,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
pickled vegetables,butter,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
cream cheese ,bottled water,,,,,,,,,
sausage,whole milk,,,,,,,,,
berries,white bread,,,,,,,,,
chicken,waffles,,,,,,,,,
hamburger meat,salty snack,,,,,,,,,
soda,misc. beverages,,,,,,,,,
chicken,yogurt,hygiene articles,brown bread,,,,,,,
pastry,pastry,,,,,,,,,
zwieback,whole milk,domestic eggs,,,,,,,,
whole milk,brown bread,,,,,,,,,
misc. beverages,salt,candy,,,,,,,,
berries,root vegetables,,,,,,,,,
hamburger meat,dessert,sliced cheese,,,,,,,,
other vegetables,male cosmetics,,,,,,,,,
bottled water,coffee,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
whole milk,sugar,,,,,,,,,
brown bread,frozen dessert,,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
pork,domestic eggs,,,,,,,,,
ham,domestic eggs,,,,,,,,,
frankfurter,pip fruit,whipped/sour cream,,,,,,,,
soda,napkins,specialty chocolate,,,,,,,,
whole milk,canned beer,specialty bar,sugar,detergent,,,,,,
sausage,white bread,,,,,,,,,
cat food,whipped/sour cream,whole milk,,,,,,,,
cream cheese ,root vegetables,,,,,,,,,
sausage,specialty bar,,,,,,,,,
turkey,newspapers,,,,,,,,,
pet care,butter milk,,,,,,,,,
sausage,whole milk,,,,,,,,,
tropical fruit,rice,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
specialty bar,margarine,,,,,,,,,
whole milk,coffee,brandy,,,,,,,,
soda,frozen dessert,,,,,,,,,
butter milk,rolls/buns,,,,,,,,,
hard cheese,salty snack,,,,,,,,,
beef,tropical fruit,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
other vegetables,sugar,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
UHT-milk,whipped/sour cream,,,,,,,,,
beef,long life bakery product,berries,candles,,,,,,,
nuts/prunes,cream cheese ,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
tropical fruit,bottled water,kitchen towels,processed cheese,,,,,,,
cling film/bags,napkins,,,,,,,,,
sausage,detergent,,,,,,,,,
other vegetables,soda,,,,,,,,,
detergent,butter,,,,,,,,,
frozen meals,soups,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
bottled beer,sparkling wine,hamburger meat,rolls/buns,,,,,,,
canned beer,rolls/buns,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
frankfurter,domestic eggs,frozen dessert,,,,,,,,
cake bar,bottled beer,,,,,,,,,
coffee,long life bakery product,,,,,,,,,
butter,canned fish,cream cheese ,,,,,,,,
mustard,fruit/vegetable juice,,,,,,,,,
sausage,sauces,,,,,,,,,
sausage,whole milk,detergent,rolls/buns,,,,,,,
pork,spread cheese,,,,,,,,,
pastry,frozen fish,,,,,,,,,
whipped/sour cream,canned beer,sliced cheese,,,,,,,,
pip fruit,soda,detergent,,,,,,,,
soft cheese,flower (seeds),,,,,,,,,
berries,whipped/sour cream,,,,,,,,,
frankfurter,citrus fruit,bottled water,fruit/vegetable juice,,,,,,,
hamburger meat,bottled water,,,,,,,,,
roll products ,rice,,,,,,,,,
cream cheese ,butter milk,,,,,,,,,
frankfurter,other vegetables,root vegetables,other vegetables,,,,,,,
sausage,soda,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
chocolate,shopping bags,,,,,,,,,
photo/film,rolls/buns,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
tropical fruit,onions,whipped/sour cream,,,,,,,,
salty snack,chocolate,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
other vegetables,citrus fruit,semi-finished bread,softener,,,,,,,
roll products ,margarine,,,,,,,,,
yogurt,whole milk,shopping bags,,,,,,,,
beverages,specialty bar,,,,,,,,,
pip fruit,pet care,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
root vegetables,whole milk,whole milk,newspapers,bottled water,,,,,,
pip fruit,berries,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
chewing gum,ham,,,,,,,,,
berries,hygiene articles,,,,,,,,,
mayonnaise,decalcifier,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
tropical fruit,pork,UHT-milk,hamburger meat,,,,,,,
soda,shopping bags,,,,,,,,,
grapes,yogurt,frozen potato products,,,,,,,,
whole milk,chocolate marshmallow,rolls/buns,,,,,,,,
bottled water,brown bread,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
citrus fruit,roll products ,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
beef,frankfurter,root vegetables,specialty fat,domestic eggs,,,,,,
meat,yogurt,,,,,,,,,
pork,canned fish,zwieback,frozen vegetables,,,,,,,
pork,domestic eggs,,,,,,,,,
long life bakery product,canned vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pastry,bottled water,,,,,,,,,
sausage,other vegetables,frankfurter,coffee,pastry,bottled water,soda,whole milk,,,
whole milk,whole milk,,,,,,,,,
other vegetables,domestic eggs,semi-finished bread,,,,,,,,
sauces,rolls/buns,soda,whipped/sour cream,,,,,,,
other vegetables,pastry,shopping bags,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
flower soil/fertilizer,yogurt,specialty chocolate,,,,,,,,
whole milk,condensed milk,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
bottled water,coffee,curd,,,,,,,,
pip fruit,soda,brown bread,,,,,,,,
meat,sugar,margarine,cat food,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
oil,herbs,,,,,,,,,
citrus fruit,specialty chocolate,,,,,,,,,
chocolate,curd,salty snack,,,,,,,,
citrus fruit,soda,,,,,,,,,
butter,shopping bags,newspapers,,,,,,,,
butter,hygiene articles,,,,,,,,,
frankfurter,rolls/buns,shopping bags,margarine,,,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
pip fruit,dessert,hard cheese,,,,,,,,
roll products ,canned vegetables,,,,,,,,,
hamburger meat,domestic eggs,,,,,,,,,
butter,pastry,other vegetables,other vegetables,,,,,,,
artif. sweetener,herbs,,,,,,,,,
sliced cheese,pudding powder,,,,,,,,,
brown bread,waffles,,,,,,,,,
frankfurter,UHT-milk,sliced cheese,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
grapes,whole milk,,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
soda,tropical fruit,,,,,,,,,
dessert,other vegetables,,,,,,,,,
pork,waffles,tropical fruit,pork,canned beer,whipped/sour cream,newspapers,cream cheese ,,,
pip fruit,other vegetables,,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
soda,napkins,,,,,,,,,
pork,margarine,,,,,,,,,
onions,newspapers,newspapers,,,,,,,,
baking powder,baking powder,mustard,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
chewing gum,cream cheese ,,,,,,,,,
beverages,sugar,,,,,,,,,
tropical fruit,pasta,sugar,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
curd,whole milk,bottled water,,,,,,,,
meat,coffee,,,,,,,,,
fruit/vegetable juice,margarine,,,,,,,,,
yogurt,domestic eggs,frozen vegetables,fruit/vegetable juice,,,,,,,
white bread,tropical fruit,,,,,,,,,
candles,rolls/buns,other vegetables,rolls/buns,,,,,,,
other vegetables,sausage,beef,whole milk,prosecco,ice cream,waffles,,,,
sausage,whole milk,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
citrus fruit,soda,,,,,,,,,
cat food,canned vegetables,,,,,,,,,
beef,condensed milk,,,,,,,,,
beef,sugar,,,,,,,,,
frankfurter,baking powder,condensed milk,coffee,,,,,,,
rolls/buns,yogurt,,,,,,,,,
soft cheese,spices,,,,,,,,,
rolls/buns,berries,,,,,,,,,
pork,domestic eggs,pickled vegetables,,,,,,,,
yogurt,soda,,,,,,,,,
root vegetables,popcorn,long life bakery product,domestic eggs,,,,,,,
other vegetables,yogurt,,,,,,,,,
curd,nuts/prunes,root vegetables,sausage,whole milk,rolls/buns,root vegetables,bottled water,hard cheese,,
citrus fruit,whipped/sour cream,onions,other vegetables,butter,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
dessert,sliced cheese,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
frankfurter,dessert,,,,,,,,,
napkins,margarine,,,,,,,,,
frozen potato products,whipped/sour cream,,,,,,,,,
vinegar,flour,,,,,,,,,
ham,ice cream,,,,,,,,,
sausage,beverages,,,,,,,,,
whole milk,rolls/buns,hygiene articles,,,,,,,,
brown bread,processed cheese,,,,,,,,,
soda,butter,,,,,,,,,
sugar,spread cheese,,,,,,,,,
condensed milk,onions,coffee,candy,,,,,,,
canned beer,specialty cheese,,,,,,,,,
baking powder,soda,,,,,,,,,
rolls/buns,curd,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
processed cheese,dishes,,,,,,,,,
liquor,yogurt,napkins,,,,,,,,
whole milk,pip fruit,pasta,yogurt,,,,,,,
canned beer,ice cream,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
ice cream,beef,,,,,,,,,
other vegetables,soda,,,,,,,,,
misc. beverages,cream cheese ,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
misc. beverages,packaged fruit/vegetables,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
root vegetables,pasta,pip fruit,red/blush wine,,,,,,,
sparkling wine,bottled water,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
spread cheese,butter,hygiene articles,,,,,,,,
